"name","state","fips","pop2010","pop2000","age_under_5","age_under_18","age_over_65","female","white","black","native","asian","pac_isl","two_plus_races","hispanic","white_not_hispanic","no_move_in_one_plus_year","foreign_born","foreign_spoken_at_home","hs_grad","bachelors","veterans","mean_work_travel","housing_units","home_ownership","housing_multi_unit","median_val_owner_occupied","households","persons_per_household","per_capita_income","median_household_income","poverty","private_nonfarm_establishments","private_nonfarm_employment","percent_change_private_nonfarm_employment","nonemployment_establishments","firms","black_owned_firms","native_owned_firms","asian_owned_firms","pac_isl_owned_firms","hispanic_owned_firms","women_owned_firms","manufacturer_shipments_2007","mercent_whole_sales_2007","sales","sales_per_capita","accommodation_food_service","building_permits","fed_spending","area","density","smoking_ban"
"Crawford County","Ohio",39033,43784,46966,5.8,23.1,17.8,51.4,97.2,0.9,0.1,0.4,NA,1.1,1.2,96.4,82.8,0.9,2.2,85.8,10.5,4166,21.5,20167,72.9,15,93800,18105,2.41,20590,41228,13,883,12007,-27.7,2234,2788,NA,NA,NA,NA,NA,23.8,1470863,NA,338651,7671,39099,12,346554,401.79,109,"none"
"Crawford County","Ohio",39033,43784,46966,5.8,23.1,17.8,51.4,97.2,0.9,0.1,0.4,NA,1.1,1.2,96.4,82.8,0.9,2.2,85.8,10.5,4166,21.5,20167,72.9,15,93800,18105,2.41,20590,41228,13,883,12007,-27.7,2234,2788,NA,NA,NA,NA,NA,23.8,1470863,NA,338651,7671,39099,12,346554,401.79,109,"none"
"Crawford County","Ohio",39033,43784,46966,5.8,23.1,17.8,51.4,97.2,0.9,0.1,0.4,NA,1.1,1.2,96.4,82.8,0.9,2.2,85.8,10.5,4166,21.5,20167,72.9,15,93800,18105,2.41,20590,41228,13,883,12007,-27.7,2234,2788,NA,NA,NA,NA,NA,23.8,1470863,NA,338651,7671,39099,12,346554,401.79,109,"none"
"Crawford County","Ohio",39033,43784,46966,5.8,23.1,17.8,51.4,97.2,0.9,0.1,0.4,NA,1.1,1.2,96.4,82.8,0.9,2.2,85.8,10.5,4166,21.5,20167,72.9,15,93800,18105,2.41,20590,41228,13,883,12007,-27.7,2234,2788,NA,NA,NA,NA,NA,23.8,1470863,NA,338651,7671,39099,12,346554,401.79,109,"none"
"Crawford County","Ohio",39033,43784,46966,5.8,23.1,17.8,51.4,97.2,0.9,0.1,0.4,NA,1.1,1.2,96.4,82.8,0.9,2.2,85.8,10.5,4166,21.5,20167,72.9,15,93800,18105,2.41,20590,41228,13,883,12007,-27.7,2234,2788,NA,NA,NA,NA,NA,23.8,1470863,NA,338651,7671,39099,12,346554,401.79,109,"partial"
"Crawford County","Ohio",39033,43784,46966,5.8,23.1,17.8,51.4,97.2,0.9,0.1,0.4,NA,1.1,1.2,96.4,82.8,0.9,2.2,85.8,10.5,4166,21.5,20167,72.9,15,93800,18105,2.41,20590,41228,13,883,12007,-27.7,2234,2788,NA,NA,NA,NA,NA,23.8,1470863,NA,338651,7671,39099,12,346554,401.79,109,"comprehensive"
"Crawford County","Ohio",39033,43784,46966,5.8,23.1,17.8,51.4,97.2,0.9,0.1,0.4,NA,1.1,1.2,96.4,82.8,0.9,2.2,85.8,10.5,4166,21.5,20167,72.9,15,93800,18105,2.41,20590,41228,13,883,12007,-27.7,2234,2788,NA,NA,NA,NA,NA,23.8,1470863,NA,338651,7671,39099,12,346554,401.79,109,"none"
"Crawford County","Ohio",39033,43784,46966,5.8,23.1,17.8,51.4,97.2,0.9,0.1,0.4,NA,1.1,1.2,96.4,82.8,0.9,2.2,85.8,10.5,4166,21.5,20167,72.9,15,93800,18105,2.41,20590,41228,13,883,12007,-27.7,2234,2788,NA,NA,NA,NA,NA,23.8,1470863,NA,338651,7671,39099,12,346554,401.79,109,"comprehensive"
"Crawford County","Ohio",39033,43784,46966,5.8,23.1,17.8,51.4,97.2,0.9,0.1,0.4,NA,1.1,1.2,96.4,82.8,0.9,2.2,85.8,10.5,4166,21.5,20167,72.9,15,93800,18105,2.41,20590,41228,13,883,12007,-27.7,2234,2788,NA,NA,NA,NA,NA,23.8,1470863,NA,338651,7671,39099,12,346554,401.79,109,"none"
"Crawford County","Kansas",20037,39134,38242,6.4,22.3,14,50.4,91.2,2,0.9,1.2,0.2,2.6,4.5,89,80.5,3.8,5.6,88.2,26.3,3078,17,17801,64.9,13.5,83900,15484,2.41,19753,35286,17.7,951,14351,-1.7,2049,2989,NA,NA,NA,NA,2.6,28.5,757221,NA,395361,10204,51852,47,379123,589.76,66.4,"none"
"Crawford County","Kansas",20037,39134,38242,6.4,22.3,14,50.4,91.2,2,0.9,1.2,0.2,2.6,4.5,89,80.5,3.8,5.6,88.2,26.3,3078,17,17801,64.9,13.5,83900,15484,2.41,19753,35286,17.7,951,14351,-1.7,2049,2989,NA,NA,NA,NA,2.6,28.5,757221,NA,395361,10204,51852,47,379123,589.76,66.4,"comprehensive"
"Crawford County","Kansas",20037,39134,38242,6.4,22.3,14,50.4,91.2,2,0.9,1.2,0.2,2.6,4.5,89,80.5,3.8,5.6,88.2,26.3,3078,17,17801,64.9,13.5,83900,15484,2.41,19753,35286,17.7,951,14351,-1.7,2049,2989,NA,NA,NA,NA,2.6,28.5,757221,NA,395361,10204,51852,47,379123,589.76,66.4,"none"
"Crawford County","Kansas",20037,39134,38242,6.4,22.3,14,50.4,91.2,2,0.9,1.2,0.2,2.6,4.5,89,80.5,3.8,5.6,88.2,26.3,3078,17,17801,64.9,13.5,83900,15484,2.41,19753,35286,17.7,951,14351,-1.7,2049,2989,NA,NA,NA,NA,2.6,28.5,757221,NA,395361,10204,51852,47,379123,589.76,66.4,"none"
"Crawford County","Kansas",20037,39134,38242,6.4,22.3,14,50.4,91.2,2,0.9,1.2,0.2,2.6,4.5,89,80.5,3.8,5.6,88.2,26.3,3078,17,17801,64.9,13.5,83900,15484,2.41,19753,35286,17.7,951,14351,-1.7,2049,2989,NA,NA,NA,NA,2.6,28.5,757221,NA,395361,10204,51852,47,379123,589.76,66.4,"none"
"Crawford County","Kansas",20037,39134,38242,6.4,22.3,14,50.4,91.2,2,0.9,1.2,0.2,2.6,4.5,89,80.5,3.8,5.6,88.2,26.3,3078,17,17801,64.9,13.5,83900,15484,2.41,19753,35286,17.7,951,14351,-1.7,2049,2989,NA,NA,NA,NA,2.6,28.5,757221,NA,395361,10204,51852,47,379123,589.76,66.4,"none"
"Crawford County","Kansas",20037,39134,38242,6.4,22.3,14,50.4,91.2,2,0.9,1.2,0.2,2.6,4.5,89,80.5,3.8,5.6,88.2,26.3,3078,17,17801,64.9,13.5,83900,15484,2.41,19753,35286,17.7,951,14351,-1.7,2049,2989,NA,NA,NA,NA,2.6,28.5,757221,NA,395361,10204,51852,47,379123,589.76,66.4,"partial"
"Crawford County","Kansas",20037,39134,38242,6.4,22.3,14,50.4,91.2,2,0.9,1.2,0.2,2.6,4.5,89,80.5,3.8,5.6,88.2,26.3,3078,17,17801,64.9,13.5,83900,15484,2.41,19753,35286,17.7,951,14351,-1.7,2049,2989,NA,NA,NA,NA,2.6,28.5,757221,NA,395361,10204,51852,47,379123,589.76,66.4,"comprehensive"
"Crawford County","Kansas",20037,39134,38242,6.4,22.3,14,50.4,91.2,2,0.9,1.2,0.2,2.6,4.5,89,80.5,3.8,5.6,88.2,26.3,3078,17,17801,64.9,13.5,83900,15484,2.41,19753,35286,17.7,951,14351,-1.7,2049,2989,NA,NA,NA,NA,2.6,28.5,757221,NA,395361,10204,51852,47,379123,589.76,66.4,"none"
"Crawford County","Kansas",20037,39134,38242,6.4,22.3,14,50.4,91.2,2,0.9,1.2,0.2,2.6,4.5,89,80.5,3.8,5.6,88.2,26.3,3078,17,17801,64.9,13.5,83900,15484,2.41,19753,35286,17.7,951,14351,-1.7,2049,2989,NA,NA,NA,NA,2.6,28.5,757221,NA,395361,10204,51852,47,379123,589.76,66.4,"comprehensive"
"Crawford County","Kansas",20037,39134,38242,6.4,22.3,14,50.4,91.2,2,0.9,1.2,0.2,2.6,4.5,89,80.5,3.8,5.6,88.2,26.3,3078,17,17801,64.9,13.5,83900,15484,2.41,19753,35286,17.7,951,14351,-1.7,2049,2989,NA,NA,NA,NA,2.6,28.5,757221,NA,395361,10204,51852,47,379123,589.76,66.4,"none"
"Crawford County","Missouri",29055,24696,22804,6.7,24.3,16.3,50.2,97.3,0.3,0.5,0.3,0,1.2,1.5,96.4,83,0.6,1.7,77.7,10.8,2293,27.9,11955,74.8,6.8,105400,9467,2.57,17317,34506,15.4,605,5118,-0.7,1530,1927,NA,NA,NA,NA,NA,23.5,271662,105183,174262,7267,25507,10,155571,742.52,33.3,"none"
"Crawford County","Missouri",29055,24696,22804,6.7,24.3,16.3,50.2,97.3,0.3,0.5,0.3,0,1.2,1.5,96.4,83,0.6,1.7,77.7,10.8,2293,27.9,11955,74.8,6.8,105400,9467,2.57,17317,34506,15.4,605,5118,-0.7,1530,1927,NA,NA,NA,NA,NA,23.5,271662,105183,174262,7267,25507,10,155571,742.52,33.3,"comprehensive"
"Crawford County","Missouri",29055,24696,22804,6.7,24.3,16.3,50.2,97.3,0.3,0.5,0.3,0,1.2,1.5,96.4,83,0.6,1.7,77.7,10.8,2293,27.9,11955,74.8,6.8,105400,9467,2.57,17317,34506,15.4,605,5118,-0.7,1530,1927,NA,NA,NA,NA,NA,23.5,271662,105183,174262,7267,25507,10,155571,742.52,33.3,"none"
"Crawford County","Missouri",29055,24696,22804,6.7,24.3,16.3,50.2,97.3,0.3,0.5,0.3,0,1.2,1.5,96.4,83,0.6,1.7,77.7,10.8,2293,27.9,11955,74.8,6.8,105400,9467,2.57,17317,34506,15.4,605,5118,-0.7,1530,1927,NA,NA,NA,NA,NA,23.5,271662,105183,174262,7267,25507,10,155571,742.52,33.3,"none"
"Crawford County","Missouri",29055,24696,22804,6.7,24.3,16.3,50.2,97.3,0.3,0.5,0.3,0,1.2,1.5,96.4,83,0.6,1.7,77.7,10.8,2293,27.9,11955,74.8,6.8,105400,9467,2.57,17317,34506,15.4,605,5118,-0.7,1530,1927,NA,NA,NA,NA,NA,23.5,271662,105183,174262,7267,25507,10,155571,742.52,33.3,"none"
"Crawford County","Missouri",29055,24696,22804,6.7,24.3,16.3,50.2,97.3,0.3,0.5,0.3,0,1.2,1.5,96.4,83,0.6,1.7,77.7,10.8,2293,27.9,11955,74.8,6.8,105400,9467,2.57,17317,34506,15.4,605,5118,-0.7,1530,1927,NA,NA,NA,NA,NA,23.5,271662,105183,174262,7267,25507,10,155571,742.52,33.3,"none"
"Crawford County","Missouri",29055,24696,22804,6.7,24.3,16.3,50.2,97.3,0.3,0.5,0.3,0,1.2,1.5,96.4,83,0.6,1.7,77.7,10.8,2293,27.9,11955,74.8,6.8,105400,9467,2.57,17317,34506,15.4,605,5118,-0.7,1530,1927,NA,NA,NA,NA,NA,23.5,271662,105183,174262,7267,25507,10,155571,742.52,33.3,"partial"
"Crawford County","Missouri",29055,24696,22804,6.7,24.3,16.3,50.2,97.3,0.3,0.5,0.3,0,1.2,1.5,96.4,83,0.6,1.7,77.7,10.8,2293,27.9,11955,74.8,6.8,105400,9467,2.57,17317,34506,15.4,605,5118,-0.7,1530,1927,NA,NA,NA,NA,NA,23.5,271662,105183,174262,7267,25507,10,155571,742.52,33.3,"comprehensive"
"Crawford County","Missouri",29055,24696,22804,6.7,24.3,16.3,50.2,97.3,0.3,0.5,0.3,0,1.2,1.5,96.4,83,0.6,1.7,77.7,10.8,2293,27.9,11955,74.8,6.8,105400,9467,2.57,17317,34506,15.4,605,5118,-0.7,1530,1927,NA,NA,NA,NA,NA,23.5,271662,105183,174262,7267,25507,10,155571,742.52,33.3,"none"
"Crawford County","Missouri",29055,24696,22804,6.7,24.3,16.3,50.2,97.3,0.3,0.5,0.3,0,1.2,1.5,96.4,83,0.6,1.7,77.7,10.8,2293,27.9,11955,74.8,6.8,105400,9467,2.57,17317,34506,15.4,605,5118,-0.7,1530,1927,NA,NA,NA,NA,NA,23.5,271662,105183,174262,7267,25507,10,155571,742.52,33.3,"comprehensive"
"Crawford County","Missouri",29055,24696,22804,6.7,24.3,16.3,50.2,97.3,0.3,0.5,0.3,0,1.2,1.5,96.4,83,0.6,1.7,77.7,10.8,2293,27.9,11955,74.8,6.8,105400,9467,2.57,17317,34506,15.4,605,5118,-0.7,1530,1927,NA,NA,NA,NA,NA,23.5,271662,105183,174262,7267,25507,10,155571,742.52,33.3,"none"
"Creek County","Oklahoma",40037,69967,67367,6.3,24.9,15,50.5,79.7,2.2,10,0.3,NA,6.6,3.1,78.4,85.7,1.8,3.3,83.4,14.9,6364,23.7,29761,74.9,7.6,100600,26633,2.57,21891,42314,15.4,1430,15673,-1,4789,5754,NA,9.2,NA,NA,2.1,20.7,1204448,384519,518275,7529,43437,91,431064,950.14,73.6,"none"
"Crenshaw County","Alabama",1041,13906,13665,6,23.8,15.9,51.7,72.6,23.4,0.4,1.4,NA,1.5,1.5,72.1,89.1,4.1,4.6,73.7,10.1,1256,27.4,6735,67.8,9.2,71900,5641,2.46,19793,35140,17.7,243,3212,9.2,800,1027,25.8,NA,NA,NA,NA,30.2,270809,131874,75456,5491,5640,1,134197,608.84,22.8,"none"
"Crisp County","Georgia",13081,23439,21996,7.2,26.1,14,52.1,53.3,43,0.1,0.8,0,1,3.2,52.1,79.7,1.2,3.6,73.4,11.7,1641,19.1,10734,58.5,18.5,93900,8835,2.58,17187,29960,29.1,529,6659,-14.3,1386,1847,NA,NA,NA,NA,NA,NA,410798,NA,326453,14719,39028,75,232910,272.58,86,"none"
"Crittenden County","Arkansas",5035,50902,50866,8,29.1,10.8,52.5,46.1,51.2,0.3,0.6,NA,1.1,2,45.2,76.5,1,2.4,76.3,14.2,3376,21.1,21489,58.2,23.1,101100,18717,2.67,18241,33716,27.4,880,13652,-13.5,2962,3399,22.6,0.9,3.4,NA,NA,25.2,701251,795836,750517,14399,65142,42,477663,609.76,83.5,"none"
"Crittenden County","Arkansas",5035,50902,50866,8,29.1,10.8,52.5,46.1,51.2,0.3,0.6,NA,1.1,2,45.2,76.5,1,2.4,76.3,14.2,3376,21.1,21489,58.2,23.1,101100,18717,2.67,18241,33716,27.4,880,13652,-13.5,2962,3399,22.6,0.9,3.4,NA,NA,25.2,701251,795836,750517,14399,65142,42,477663,609.76,83.5,"none"
"Crittenden County","Kentucky",21055,9315,9384,6.7,22.7,18.1,50.1,97.7,0.8,0.4,0.2,0.1,0.7,0.5,97.3,92.3,0.6,7.6,75.3,9.3,771,30.7,4569,78.9,4.8,69300,3749,2.45,19463,34623,17,160,1468,-8.6,650,595,NA,NA,NA,NA,NA,NA,0,9413,53418,5873,5086,5,91251,359.95,25.9,"none"
"Crittenden County","Kentucky",21055,9315,9384,6.7,22.7,18.1,50.1,97.7,0.8,0.4,0.2,0.1,0.7,0.5,97.3,92.3,0.6,7.6,75.3,9.3,771,30.7,4569,78.9,4.8,69300,3749,2.45,19463,34623,17,160,1468,-8.6,650,595,NA,NA,NA,NA,NA,NA,0,9413,53418,5873,5086,5,91251,359.95,25.9,"none"
"Crockett County","Tennessee",47033,14586,14532,6.6,24.5,16.4,52,78.7,12.6,0.1,0.2,0,1.5,8.7,77.1,86.5,2.9,7.4,76.8,12.2,889,22,6425,68.5,7.9,84100,5549,2.56,19742,36556,18.7,219,1934,-38.9,916,1472,NA,NA,NA,NA,NA,18.5,0,112094,65024,4515,6995,1,157900,265.54,54.9,"none"
"Crockett County","Tennessee",47033,14586,14532,6.6,24.5,16.4,52,78.7,12.6,0.1,0.2,0,1.5,8.7,77.1,86.5,2.9,7.4,76.8,12.2,889,22,6425,68.5,7.9,84100,5549,2.56,19742,36556,18.7,219,1934,-38.9,916,1472,NA,NA,NA,NA,NA,18.5,0,112094,65024,4515,6995,1,157900,265.54,54.9,"none"
"Crockett County","Texas",48105,3719,4099,8,26.7,14.7,50.8,83.1,0.8,0.9,0.3,0.1,1.7,63.2,35.3,94.8,12.3,46,61.9,9.1,215,18.8,1866,61.2,13.7,60800,1259,2.98,24194,50653,15.9,133,1041,7.5,298,NA,NA,NA,NA,NA,NA,NA,0,NA,58893,15572,8295,0,24301,2807.33,1.3,"none"
"Crockett County","Texas",48105,3719,4099,8,26.7,14.7,50.8,83.1,0.8,0.9,0.3,0.1,1.7,63.2,35.3,94.8,12.3,46,61.9,9.1,215,18.8,1866,61.2,13.7,60800,1259,2.98,24194,50653,15.9,133,1041,7.5,298,NA,NA,NA,NA,NA,NA,NA,0,NA,58893,15572,8295,0,24301,2807.33,1.3,"none"
"Crook County","Wyoming",56011,7083,5887,7.1,23.8,16.2,48.5,97.2,0.2,0.7,0.2,0,1.2,2,95.9,91.6,0.7,2.4,91.9,22.8,692,22.6,3595,75.5,2.8,151100,2769,2.41,24520,49890,7.8,231,1513,11.7,624,776,NA,NA,NA,NA,NA,16.8,0,14112,56351,8842,6135,4,51332,2854.41,2.5,"none"
"Crook County","Wyoming",56011,7083,5887,7.1,23.8,16.2,48.5,97.2,0.2,0.7,0.2,0,1.2,2,95.9,91.6,0.7,2.4,91.9,22.8,692,22.6,3595,75.5,2.8,151100,2769,2.41,24520,49890,7.8,231,1513,11.7,624,776,NA,NA,NA,NA,NA,16.8,0,14112,56351,8842,6135,4,51332,2854.41,2.5,"none"
"Crook County","Oregon",41013,20978,19182,5.4,21.9,20,50.4,92.7,0.2,1.4,0.5,NA,2,7,89.4,81.8,4.2,5.8,85.7,15.4,2642,20.6,10202,72.1,7.2,228700,8754,2.45,22275,46059,14,501,3917,-22.3,1410,2236,NA,NA,NA,NA,NA,29.2,209877,100505,139916,6147,22704,61,173511,2979.09,7,"none"
"Crook County","Oregon",41013,20978,19182,5.4,21.9,20,50.4,92.7,0.2,1.4,0.5,NA,2,7,89.4,81.8,4.2,5.8,85.7,15.4,2642,20.6,10202,72.1,7.2,228700,8754,2.45,22275,46059,14,501,3917,-22.3,1410,2236,NA,NA,NA,NA,NA,29.2,209877,100505,139916,6147,22704,61,173511,2979.09,7,"none"
"Crosby County","Texas",48107,6059,7072,8.3,28.8,17.5,51.9,79,3.4,0.6,0.1,0.1,2,52.3,43.3,78,3.9,34,75.2,13.3,383,18.9,2902,71.9,6.2,51200,2144,2.84,17940,36301,23.9,112,725,-21.5,338,455,NA,NA,NA,NA,NA,31,0,119411,23791,3807,NA,0,73585,900.2,6.7,"none"
"Cross County","Arkansas",5037,17870,19526,6.3,25.1,15.4,51.8,75.5,22.2,0.3,0.5,NA,1,1.5,74.7,86.1,0.2,1,76.1,12.6,1293,23.1,7853,70.7,11.3,75800,6638,2.69,18248,37021,16.7,387,4209,-9.5,1374,1589,NA,NA,NA,NA,NA,26.3,NA,174748,185706,9970,12504,8,164284,616.38,29,"none"
"Crow Wing County","Minnesota",27035,62500,55099,6.4,23,18.5,50.2,96.6,0.5,0.8,0.4,0,1.5,1,96,86,1.1,2,91.3,22,6332,20.5,40180,76.4,10.9,187000,26913,2.26,24282,44659,11.5,2052,24190,11.9,4758,7171,NA,NA,NA,NA,NA,26,NA,278685,1141915,18535,149594,207,504528,999.1,62.6,"comprehensive"
"Crowley County","Colorado",8025,5823,5518,3.1,13.5,10.5,27.9,77.4,9.6,2.4,1,NA,1.7,29,57.9,69.2,6.1,13.7,72.4,12.2,788,24.6,1559,74,6.5,81400,1163,3.16,18966,38189,21,39,587,-0.8,196,NA,NA,NA,NA,NA,NA,NA,0,0,15707,2427,NA,4,32468,787.42,7.4,"partial"
"Culberson County","Texas",48109,2398,2975,7.5,27.8,14.8,51.3,78.9,0.6,1.3,1,0,2.8,76.2,21,89.4,13.8,66.5,61.8,13.8,139,8.1,1137,76.4,8.4,39900,724,3.32,16060,35500,28.8,52,570,-2.9,207,241,NA,NA,NA,NA,NA,NA,0,NA,106249,42653,10313,3,29175,3812.8,0.6,"none"
"Cullman County","Alabama",1043,80406,77483,6.1,23.2,15.9,50.6,94.7,1.1,0.5,0.4,NA,1.1,4.3,92.7,85.3,2.6,4.2,76.9,13.8,6708,27.4,37054,74.7,8.5,102200,31263,2.51,20284,38567,16.7,1737,22761,4.3,5727,7873,1.1,NA,1.1,NA,NA,23.9,1393437,NA,867058,10757,102291,24,624001,734.84,109.4,"none"
"Culpeper County","Virginia",51047,46689,34262,7,25.9,12.2,49.3,75.1,15.8,0.4,1.3,NA,2.8,8.9,71.7,84.3,7.2,9,82.6,21.6,4406,35.3,17657,72.6,10.3,309000,15834,2.77,27507,65132,6.7,958,11792,16.2,3117,3941,5.2,NA,NA,NA,4.6,24.8,NA,NA,547366,11972,45329,93,257428,379.23,123.1,"none"
"Cumberland County","Illinois",17035,11048,11253,6.6,23.5,16.6,50.1,98.3,0.3,0.2,0.2,NA,0.8,0.7,97.9,87.6,0.3,1,88.1,13,1063,23.7,4874,79.7,4.9,81300,4172,2.65,21262,42101,12.5,192,1529,-3.8,758,626,NA,NA,NA,NA,NA,NA,0,NA,22877,2119,3098,2,79514,346.02,31.9,"partial"
"Cumberland County","Illinois",17035,11048,11253,6.6,23.5,16.6,50.1,98.3,0.3,0.2,0.2,NA,0.8,0.7,97.9,87.6,0.3,1,88.1,13,1063,23.7,4874,79.7,4.9,81300,4172,2.65,21262,42101,12.5,192,1529,-3.8,758,626,NA,NA,NA,NA,NA,NA,0,NA,22877,2119,3098,2,79514,346.02,31.9,"partial"
"Cumberland County","Illinois",17035,11048,11253,6.6,23.5,16.6,50.1,98.3,0.3,0.2,0.2,NA,0.8,0.7,97.9,87.6,0.3,1,88.1,13,1063,23.7,4874,79.7,4.9,81300,4172,2.65,21262,42101,12.5,192,1529,-3.8,758,626,NA,NA,NA,NA,NA,NA,0,NA,22877,2119,3098,2,79514,346.02,31.9,"none"
"Cumberland County","Illinois",17035,11048,11253,6.6,23.5,16.6,50.1,98.3,0.3,0.2,0.2,NA,0.8,0.7,97.9,87.6,0.3,1,88.1,13,1063,23.7,4874,79.7,4.9,81300,4172,2.65,21262,42101,12.5,192,1529,-3.8,758,626,NA,NA,NA,NA,NA,NA,0,NA,22877,2119,3098,2,79514,346.02,31.9,"none"
"Cumberland County","Illinois",17035,11048,11253,6.6,23.5,16.6,50.1,98.3,0.3,0.2,0.2,NA,0.8,0.7,97.9,87.6,0.3,1,88.1,13,1063,23.7,4874,79.7,4.9,81300,4172,2.65,21262,42101,12.5,192,1529,-3.8,758,626,NA,NA,NA,NA,NA,NA,0,NA,22877,2119,3098,2,79514,346.02,31.9,"comprehensive"
"Cumberland County","Illinois",17035,11048,11253,6.6,23.5,16.6,50.1,98.3,0.3,0.2,0.2,NA,0.8,0.7,97.9,87.6,0.3,1,88.1,13,1063,23.7,4874,79.7,4.9,81300,4172,2.65,21262,42101,12.5,192,1529,-3.8,758,626,NA,NA,NA,NA,NA,NA,0,NA,22877,2119,3098,2,79514,346.02,31.9,"comprehensive"
"Cumberland County","Illinois",17035,11048,11253,6.6,23.5,16.6,50.1,98.3,0.3,0.2,0.2,NA,0.8,0.7,97.9,87.6,0.3,1,88.1,13,1063,23.7,4874,79.7,4.9,81300,4172,2.65,21262,42101,12.5,192,1529,-3.8,758,626,NA,NA,NA,NA,NA,NA,0,NA,22877,2119,3098,2,79514,346.02,31.9,"none"
"Cumberland County","Illinois",17035,11048,11253,6.6,23.5,16.6,50.1,98.3,0.3,0.2,0.2,NA,0.8,0.7,97.9,87.6,0.3,1,88.1,13,1063,23.7,4874,79.7,4.9,81300,4172,2.65,21262,42101,12.5,192,1529,-3.8,758,626,NA,NA,NA,NA,NA,NA,0,NA,22877,2119,3098,2,79514,346.02,31.9,"none"
"Cumberland County","New Jersey",34011,156898,146438,6.9,24,12.6,48.5,62.7,20.2,1.1,1.2,0,3.5,27.1,50.3,87.2,10.5,24.3,75.8,13.3,9810,24.1,55834,67.4,20.4,175500,50825,2.84,21883,50651,15.5,2978,46428,1.3,5793,8637,9.5,NA,3.7,NA,8.6,21.4,2591390,NA,1952706,12566,155140,246,1248949,483.7,324.4,"partial"
"Cumberland County","New Jersey",34011,156898,146438,6.9,24,12.6,48.5,62.7,20.2,1.1,1.2,0,3.5,27.1,50.3,87.2,10.5,24.3,75.8,13.3,9810,24.1,55834,67.4,20.4,175500,50825,2.84,21883,50651,15.5,2978,46428,1.3,5793,8637,9.5,NA,3.7,NA,8.6,21.4,2591390,NA,1952706,12566,155140,246,1248949,483.7,324.4,"partial"
"Cumberland County","New Jersey",34011,156898,146438,6.9,24,12.6,48.5,62.7,20.2,1.1,1.2,0,3.5,27.1,50.3,87.2,10.5,24.3,75.8,13.3,9810,24.1,55834,67.4,20.4,175500,50825,2.84,21883,50651,15.5,2978,46428,1.3,5793,8637,9.5,NA,3.7,NA,8.6,21.4,2591390,NA,1952706,12566,155140,246,1248949,483.7,324.4,"none"
"Cumberland County","New Jersey",34011,156898,146438,6.9,24,12.6,48.5,62.7,20.2,1.1,1.2,0,3.5,27.1,50.3,87.2,10.5,24.3,75.8,13.3,9810,24.1,55834,67.4,20.4,175500,50825,2.84,21883,50651,15.5,2978,46428,1.3,5793,8637,9.5,NA,3.7,NA,8.6,21.4,2591390,NA,1952706,12566,155140,246,1248949,483.7,324.4,"none"
"Cumberland County","New Jersey",34011,156898,146438,6.9,24,12.6,48.5,62.7,20.2,1.1,1.2,0,3.5,27.1,50.3,87.2,10.5,24.3,75.8,13.3,9810,24.1,55834,67.4,20.4,175500,50825,2.84,21883,50651,15.5,2978,46428,1.3,5793,8637,9.5,NA,3.7,NA,8.6,21.4,2591390,NA,1952706,12566,155140,246,1248949,483.7,324.4,"comprehensive"
"Cumberland County","New Jersey",34011,156898,146438,6.9,24,12.6,48.5,62.7,20.2,1.1,1.2,0,3.5,27.1,50.3,87.2,10.5,24.3,75.8,13.3,9810,24.1,55834,67.4,20.4,175500,50825,2.84,21883,50651,15.5,2978,46428,1.3,5793,8637,9.5,NA,3.7,NA,8.6,21.4,2591390,NA,1952706,12566,155140,246,1248949,483.7,324.4,"comprehensive"
"Cumberland County","New Jersey",34011,156898,146438,6.9,24,12.6,48.5,62.7,20.2,1.1,1.2,0,3.5,27.1,50.3,87.2,10.5,24.3,75.8,13.3,9810,24.1,55834,67.4,20.4,175500,50825,2.84,21883,50651,15.5,2978,46428,1.3,5793,8637,9.5,NA,3.7,NA,8.6,21.4,2591390,NA,1952706,12566,155140,246,1248949,483.7,324.4,"none"
"Cumberland County","New Jersey",34011,156898,146438,6.9,24,12.6,48.5,62.7,20.2,1.1,1.2,0,3.5,27.1,50.3,87.2,10.5,24.3,75.8,13.3,9810,24.1,55834,67.4,20.4,175500,50825,2.84,21883,50651,15.5,2978,46428,1.3,5793,8637,9.5,NA,3.7,NA,8.6,21.4,2591390,NA,1952706,12566,155140,246,1248949,483.7,324.4,"none"
"Cumberland County","Virginia",51049,10052,9017,6.2,22.8,16.1,51.6,63.9,32.6,0.4,0.3,0,1.9,1.8,63.2,87.8,2.8,9.3,72.5,12.5,860,35.7,4626,77.8,5.5,149700,3969,2.48,19691,40143,16.1,148,995,25,489,654,NA,NA,NA,NA,NA,16.8,0,NA,46146,4830,1230,20,55862,297.46,33.8,"partial"
"Cumberland County","Virginia",51049,10052,9017,6.2,22.8,16.1,51.6,63.9,32.6,0.4,0.3,0,1.9,1.8,63.2,87.8,2.8,9.3,72.5,12.5,860,35.7,4626,77.8,5.5,149700,3969,2.48,19691,40143,16.1,148,995,25,489,654,NA,NA,NA,NA,NA,16.8,0,NA,46146,4830,1230,20,55862,297.46,33.8,"partial"
"Cumberland County","Virginia",51049,10052,9017,6.2,22.8,16.1,51.6,63.9,32.6,0.4,0.3,0,1.9,1.8,63.2,87.8,2.8,9.3,72.5,12.5,860,35.7,4626,77.8,5.5,149700,3969,2.48,19691,40143,16.1,148,995,25,489,654,NA,NA,NA,NA,NA,16.8,0,NA,46146,4830,1230,20,55862,297.46,33.8,"none"
